Username,Make & Model,Battery Capacity (kWh),Claimed Range (km),Driving Style,Terrain,Speed Mode,Tyre Pressure,Actual Range (km),Season,Load,Battery SOC (%)
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,77.93301600000002,Summer,Heavy,30
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,90.92185200000002,Summer,Heavy,35
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,103.91068800000004,Summer,Heavy,40
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,116.89952400000003,Summer,Heavy,45
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,129.88836000000003,Summer,Heavy,50
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,142.87719600000005,Summer,Heavy,55
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,155.86603200000005,Summer,Heavy,60
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,168.85486800000004,Summer,Heavy,65
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,181.84370400000003,Summer,Heavy,70
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,194.83254000000005,Summer,Heavy,75
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,207.82137600000007,Summer,Heavy,80
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,220.81021200000006,Summer,Heavy,85
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,233.79904800000006,Summer,Heavy,90
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,246.78788400000005,Summer,Heavy,95
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,259.77672000000007,Summer,Heavy,100
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,13.710438000000003,Summer,Light,5
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,27.420876000000007,Summer,Light,10
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,41.131314,Summer,Light,15
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,54.841752000000014,Summer,Light,20
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,68.55219000000001,Summer,Light,25
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,82.262628,Summer,Light,30
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,95.973066,Summer,Light,35
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,109.68350400000003,Summer,Light,40
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,123.39394200000002,Summer,Light,45
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,137.10438000000002,Summer,Light,50
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,150.81481800000003,Summer,Light,55
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,164.525256,Summer,Light,60
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,178.23569400000002,Summer,Light,65
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,191.946132,Summer,Light,70
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,205.65657000000004,Summer,Light,75
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,219.36700800000006,Summer,Light,80
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,233.07744600000004,Summer,Light,85
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,246.78788400000005,Summer,Light,90
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,260.49832200000003,Summer,Light,95
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,274.20876000000004,Summer,Light,100
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,13.024916099999999,Summer,Moderate,5
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,26.049832199999997,Summer,Moderate,10
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,39.074748299999996,Summer,Moderate,15
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,52.099664399999995,Summer,Moderate,20
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,65.1245805,Summer,Moderate,25
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,78.14949659999999,Summer,Moderate,30
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,91.17441269999999,Summer,Moderate,35
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,104.19932879999999,Summer,Moderate,40
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,117.22424489999999,Summer,Moderate,45
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,130.249161,Summer,Moderate,50
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,143.2740771,Summer,Moderate,55
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,156.29899319999998,Summer,Moderate,60
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,169.3239093,Summer,Moderate,65
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,182.34882539999998,Summer,Moderate,70
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,195.3737415,Summer,Moderate,75
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,208.39865759999998,Summer,Moderate,80
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,221.42357369999996,Summer,Moderate,85
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,234.44848979999998,Summer,Moderate,90
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,247.47340589999996,Summer,Moderate,95
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,260.498322,Summer,Moderate,100
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,12.339394200000003,Summer,Heavy,5
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,24.678788400000006,Summer,Heavy,10
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,37.0181826,Summer,Heavy,15
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,49.35757680000001,Summer,Heavy,20
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,61.69697100000001,Summer,Heavy,25
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,74.0363652,Summer,Heavy,30
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,86.3757594,Summer,Heavy,35
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,98.71515360000002,Summer,Heavy,40
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,111.05454780000002,Summer,Heavy,45
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,123.39394200000002,Summer,Heavy,50
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,135.73333620000002,Summer,Heavy,55
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,148.0727304,Summer,Heavy,60
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,160.41212460000003,Summer,Heavy,65
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,172.7515188,Summer,Heavy,70
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,185.09091300000003,Summer,Heavy,75
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,197.43030720000004,Summer,Heavy,80
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,209.76970140000003,Summer,Heavy,85
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,222.10909560000005,Summer,Heavy,90
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,234.44848980000003,Summer,Heavy,95
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,246.78788400000005,Summer,Heavy,100
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,14.902650000000003,Winter,Light,5
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,29.805300000000006,Winter,Light,10
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,44.707950000000004,Winter,Light,15
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,59.61060000000001,Winter,Light,20
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,74.51325000000001,Winter,Light,25
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,89.41590000000001,Winter,Light,30
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,104.31855000000002,Winter,Light,35
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,119.22120000000002,Winter,Light,40
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,134.12385000000003,Winter,Light,45
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,149.02650000000003,Winter,Light,50
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,163.92915000000005,Winter,Light,55
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,178.83180000000002,Winter,Light,60
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,193.73445000000004,Winter,Light,65
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,208.63710000000003,Winter,Light,70
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,223.53975000000003,Winter,Light,75
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,238.44240000000005,Winter,Light,80
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,253.34505000000004,Winter,Light,85
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,268.24770000000007,Winter,Light,90
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,283.15035000000006,Winter,Light,95
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,298.05300000000005,Winter,Light,100
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,14.1575175,Winter,Moderate,5
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,28.315035,Winter,Moderate,10
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,42.4725525,Winter,Moderate,15
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,56.63007,Winter,Moderate,20
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,70.7875875,Winter,Moderate,25
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,84.945105,Winter,Moderate,30
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,99.1026225,Winter,Moderate,35
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,113.26014,Winter,Moderate,40
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,127.4176575,Winter,Moderate,45
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,141.575175,Winter,Moderate,50
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,155.7326925,Winter,Moderate,55
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,169.89021,Winter,Moderate,60
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,184.0477275,Winter,Moderate,65
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,198.205245,Winter,Moderate,70
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,212.3627625,Winter,Moderate,75
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,226.52028,Winter,Moderate,80
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,240.6777975,Winter,Moderate,85
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,254.835315,Winter,Moderate,90
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,268.99283249999996,Winter,Moderate,95
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,283.15035,Winter,Moderate,100
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,13.412385000000004,Winter,Heavy,5
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,26.824770000000008,Winter,Heavy,10
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,40.23715500000001,Winter,Heavy,15
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,53.649540000000016,Winter,Heavy,20
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,67.06192500000002,Winter,Heavy,25
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,80.47431000000002,Winter,Heavy,30
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,93.88669500000002,Winter,Heavy,35
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,107.29908000000003,Winter,Heavy,40
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,120.71146500000003,Winter,Heavy,45
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,134.12385000000003,Winter,Heavy,50
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,147.53623500000006,Winter,Heavy,55
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,160.94862000000003,Winter,Heavy,60
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,174.36100500000006,Winter,Heavy,65
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,187.77339000000003,Winter,Heavy,70
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,201.18577500000004,Winter,Heavy,75
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,214.59816000000006,Winter,Heavy,80
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,228.01054500000004,Winter,Heavy,85
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,241.42293000000006,Winter,Heavy,90
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,254.83531500000004,Winter,Heavy,95
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,268.24770000000007,Winter,Heavy,100
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,14.157517500000004,Winter,Light,5
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,28.31503500000001,Winter,Light,10
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,42.472552500000006,Winter,Light,15
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,56.63007000000002,Winter,Light,20
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,70.78758750000001,Winter,Light,25
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,84.94510500000001,Winter,Light,30
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,99.10262250000001,Winter,Light,35
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,113.26014000000004,Winter,Light,40
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,127.41765750000003,Winter,Light,45
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,141.57517500000003,Winter,Light,50
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,155.73269250000004,Winter,Light,55
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,169.89021000000002,Winter,Light,60
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,184.04772750000004,Winter,Light,65
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,198.20524500000002,Winter,Light,70
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,212.36276250000003,Winter,Light,75
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,226.52028000000007,Winter,Light,80
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,240.67779750000005,Winter,Light,85
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,254.83531500000007,Winter,Light,90
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,268.9928325,Winter,Light,95
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,283.15035000000006,Winter,Light,100
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,13.449641624999998,Winter,Moderate,5
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,26.899283249999996,Winter,Moderate,10
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,40.348924874999994,Winter,Moderate,15
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,53.79856649999999,Winter,Moderate,20
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,67.24820812499999,Winter,Moderate,25
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,80.69784974999999,Winter,Moderate,30
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,94.14749137499999,Winter,Moderate,35
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,107.59713299999999,Winter,Moderate,40
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,121.04677462499998,Winter,Moderate,45
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,134.49641624999998,Winter,Moderate,50
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,147.94605787499998,Winter,Moderate,55
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,161.39569949999998,Winter,Moderate,60
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,174.84534112499998,Winter,Moderate,65
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,188.29498274999997,Winter,Moderate,70
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,201.74462437499997,Winter,Moderate,75
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,215.19426599999997,Winter,Moderate,80
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,228.64390762499997,Winter,Moderate,85
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,242.09354924999997,Winter,Moderate,90
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,255.54319087499996,Winter,Moderate,95
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,268.99283249999996,Winter,Moderate,100
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,12.741765750000003,Winter,Heavy,5
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,25.483531500000005,Winter,Heavy,10
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,38.225297250000004,Winter,Heavy,15
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,50.96706300000001,Winter,Heavy,20
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,63.70882875000001,Winter,Heavy,25
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,76.45059450000001,Winter,Heavy,30
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,89.19236025000001,Winter,Heavy,35
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,101.93412600000002,Winter,Heavy,40
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,114.67589175000002,Winter,Heavy,45
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,127.41765750000002,Winter,Heavy,50
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,140.15942325000003,Winter,Heavy,55
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,152.90118900000002,Winter,Heavy,60
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,165.64295475000003,Winter,Heavy,65
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,178.38472050000001,Winter,Heavy,70
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,191.12648625000003,Winter,Heavy,75
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,203.86825200000004,Winter,Heavy,80
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,216.61001775000003,Winter,Heavy,85
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,229.35178350000004,Winter,Heavy,90
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,242.09354925000002,Winter,Heavy,95
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Under,254.83531500000004,Winter,Heavy,100
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,14.118300000000003,Monsoon,Light,5
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,28.236600000000006,Monsoon,Light,10
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,42.35490000000001,Monsoon,Light,15
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,56.47320000000001,Monsoon,Light,20
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,70.59150000000001,Monsoon,Light,25
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,84.70980000000002,Monsoon,Light,30
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,98.8281,Monsoon,Light,35
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,112.94640000000003,Monsoon,Light,40
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,127.06470000000002,Monsoon,Light,45
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,141.18300000000002,Monsoon,Light,50
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,155.30130000000003,Monsoon,Light,55
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,169.41960000000003,Monsoon,Light,60
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,183.53790000000004,Monsoon,Light,65
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,197.6562,Monsoon,Light,70
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,211.77450000000005,Monsoon,Light,75
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,225.89280000000005,Monsoon,Light,80
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,240.01110000000003,Monsoon,Light,85
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,254.12940000000003,Monsoon,Light,90
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,268.2477,Monsoon,Light,95
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,282.36600000000004,Monsoon,Light,100
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,13.412385000000004,Monsoon,Moderate,5
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,26.824770000000008,Monsoon,Moderate,10
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,40.23715500000001,Monsoon,Moderate,15
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,53.649540000000016,Monsoon,Moderate,20
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,67.06192500000002,Monsoon,Moderate,25
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,80.47431000000002,Monsoon,Moderate,30
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,93.88669500000002,Monsoon,Moderate,35
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,107.29908000000003,Monsoon,Moderate,40
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,120.71146500000003,Monsoon,Moderate,45
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,134.12385000000003,Monsoon,Moderate,50
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,147.53623500000006,Monsoon,Moderate,55
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,160.94862000000003,Monsoon,Moderate,60
user1,BYD E6,71.7,415,Aggressive,Flat,Sport,Normal,174.36100500000006,Monsoon,Moderate,65
